anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
251,tt0583492,"In the hallway, Joey crouches by Monica's door.","In the hallway, he crouches by her door.",['He crouches by her door.']
252,tt0583492,Chandler holds a drawer.,He holds a drawer.,['He holds a drawer.']
253,tt0583492,Everyone scrambles to the window.,Everyone scrambles to the window.,['Everyone scrambles to the window.']
254,tt0583492,They turn to one another and smile.,They turn to one another and smile.,"['They turn to one another.', 'They smile.']"
255,tt0583492,Ross pats Joey's back and Rachel squeezes Phoebe's arm.,He pats his back and she squeezes her arm.,"['He pats his back.', 'She squeezes her arm.']"
256,tt0583492,Monica bumps Chandler's shoulder.,He bumps his shoulder.,['He bumps his shoulder.']
257,tt0583492,"Later, Chandler holds up two knives.","Later, he holds up two knives.",['He holds up two knives.']
258,tt0583492,He slices through a grilled cheese sandwich.,He slices through a grilled cheese sandwich.,['He slices through a grilled cheese sandwich.']
259,tt0583630,"At Central Perk, Phoebe holds her acoustic guitar.","At Central Perk, she holds her acoustic guitar.",['She holds her acoustic guitar at Central Perk.']
260,tt0583630,One man adjusts his glasses as he looks up at Phoebe.,One man adjusts his glasses as he looks up at her.,"['One man adjusts his glasses.', 'He looks up at her.']"
261,tt0583630,Phoebe drops her gaze.,She drops her gaze.,['She drops her gaze.']
262,tt0583630,He sits beside his friend and stares down at the table.,He sits beside his friend and stares down at the table.,"['He sits beside his friend.', 'He stares down at the table.']"
263,tt0583630,She stands and walks over to the man.,She stands and walks over to him.,['She stands and walks over to him.']
264,tt0583630,Joey turns to Chandler.,He turns to him.,['He turns to him.']
265,tt0583630,Chandler smiles and lifts his brows.,He smiles and lifts his brows.,"['He smiles.', 'He lifts his brows.']"
266,tt0583630,Marcel jumps away from him as the group decorates a Christmas tree.,He jumps away from him as they decorate a Christmas tree.,"['He jumps away from him.', 'They decorate a Christmas tree.']"
267,tt0583630,Ross walks off.,He walks off.,['He walks off.']
268,tt0583630,Joey hurries in.,He hurries in.,['He hurries in.']
269,tt0583630,Chandler massages his temples.,He massages his temples.,['He massages his temples.']
270,tt0583630,"In a university lab, Phoebe eats Chinese food while David gestures at equations on a whiteboard.","In a university lab, she eats Chinese food while he gestures at equations on a whiteboard.","['She eats Chinese food.', 'He gestures at equations on a whiteboard.']"
271,tt0583630,He gapes at her.,He gapes at her.,['He gapes at her.']
272,tt0583630,David smiles and glances between her and the table.,He smiles and glances between her and the table.,"['He smiles.', 'He glances between her and the table.']"
273,tt0583630,He grabs a laptop.,He grabs a laptop.,['He grabs a laptop.']
274,tt0583630,He sets it aside.,He sets it aside.,['He sets it aside.']
275,tt0583630,He sweeps papers and their food off the table and takes Phoebe in his arms.,He sweeps papers and their food off the table and takes her in his arms.,"['He sweeps papers and their food off the table.', 'He takes her in his arms.']"
276,tt0583630,She sits on the table.,She sits on the table.,['She sits on the table.']
277,tt0583630,David smiles and leans in and they share a kiss.,He smiles and leans in and they share a kiss.,"['He smiles.', 'He leans in.', 'They share a kiss.']"
278,tt0583630,Phoebe cups his face in her hands as he wraps his arms around her and they lean back on the table.,He cups his face in her hands as he wraps his arms around her and they lean back on the table.,"['He cups his face in her hands.', 'He wraps his arms around her.', 'He leans back on the table with her.']"
279,tt0583630,Now at the coffee shop.,Now at the coffee shop.,['Now at the coffee shop.']
280,tt0583630,Rachel sips Joey's drink.,She sips his drink.,['She sips his drink.']
281,tt0583630,Ross looks away.,He looks away.,['He looks away.']
282,tt0583630,David's friend runs in and spots Phoebe.,His friend runs in and spots her.,"['His friend runs in.', 'He spots her.']"
283,tt0583630,She drops her gaze.,She drops her gaze.,['She drops her gaze.']
284,tt0583630,Phoebe arrives at David and Max's lab.,She arrives at their lab.,['She arrives at their lab.']
285,tt0583630,"Joey leans in for a kiss, then spots her kids staring.","He leans in for a kiss, then spots her kids staring.","['He leans in for a kiss.', 'Then spots her kids staring.']"
286,tt0583630,Ross and Chandler watch Marcel.,He watches him.,['He watches him.']
287,tt0583630,Janice walks up.,She walks up.,['She walks up.']
288,tt0583630,Monica looks through the peephole.,She looks through the peephole.,['She looks through the peephole.']
289,tt0583630,Rachel watches the TV.,She watches the TV.,['She watches the TV.']
290,tt0583630,Sandy and Max step out.,They step out.,['They step out.']
291,tt0583630,He sobs and hides his face.,He sobs and hides his face.,"['He sobs.', 'He hides his face.']"
292,tt0583630,The guests hug and kiss.,They hug and kiss.,"['They hug.', 'They kiss.']"
293,tt0583534,Monica leans her head on Phoebe's shoulder.,She leans her head on her shoulder.,['She leans her head on her shoulder.']
294,tt0583534,Monica and Phoebe visit the man at the hospital.,They visit him at the hospital.,['They visit him at the hospital.']
295,tt0583534,Monica folds up the paper as Phoebe rearranges a bouquet of flowers.,She folds up the paper as she rearranges a bouquet of flowers.,"['She folds up the paper.', 'She rearranges a bouquet of flowers.']"
296,tt0583534,Now they bring in a potted tree.,Now they bring in a potted tree.,['They bring in a potted tree.']
297,tt0583534,"Monica knits a sweater, then holds it up to him.","He knits a sweater, then holds it up to him.","['He knits a sweater.', 'He holds it up to him.']"
298,tt0583534,Phoebe sits beside his bed singing and playing guitar.,He sits beside his bed singing and playing guitar.,"['He sits beside his bed.', 'He sings.', 'He plays guitar.']"
299,tt0583534,Now they shave his face.,Now they shave his face.,['Now they shave his face.']
300,tt0583534,A woman walks out behind him and he does a double take.,A woman walks out behind him and he does a double take.,"['A woman walks out behind him.', 'He does a double take.']"
301,tt0583534,Ross glances quickly between the two Spanish restroom signs as she walks off.,He glances quickly between the two Spanish restroom signs as she walks off.,"['He glances quickly between the two Spanish restroom signs.', 'She walks off.']"
302,tt0583534,He bites his nails as he strolls over to Mrs. Bing.,He bites his nails as he strolls over to her.,"['He bites his nails.', 'He strolls over to her.']"
303,tt0583534,She crosses her arms.,She crosses her arms.,['She crosses her arms.']
304,tt0583534,He hurries away as Ross covers his eyes with his hand.,He hurries away as he covers his eyes with his hand.,"['He hurries away.', 'He covers his eyes with his hand.']"
305,tt0583534,Joey forces a smile at Ross.,He forces a smile at him.,['He forces a smile at him.']
306,tt0583534,Chandler grabs the newspaper and heads back inside.,He grabs the newspaper and heads back inside.,"['He grabs the newspaper.', 'He heads back inside.']"
307,tt0583534,Rachel leads Paolo down the hall.,He leads him down the hall.,['He leads him down the hall.']
308,tt0583534,Joey follows him.,He follows him.,['He follows him.']
309,tt0583534,Monica walks over.,She walks over.,['She walks over.']
310,tt0583534,"She stares at them through narrowed eyes, then looks away.","She stares at them through narrowed eyes, then looks away.","['She stares at them through narrowed eyes.', 'Then looks away.']"
311,tt0583534,"Now, Monica arrives at the hospital with balloons and finds Phoebe playing with the man's hair.","Now, she arrives at the hospital with balloons and finds her playing with the man's hair.","['She arrives at the hospital with balloons.', ""She finds her playing with the man's hair.""]"
312,tt0583534,They eye each other.,They eye each other.,['They eye each other.']
313,tt0583534,Phoebe with her guitar.,She with her guitar.,['She with her guitar.']
314,tt0583534,People around the cafe turn and stare at them.,People around the cafe turn and stare at them.,"['People around the cafe turn.', 'They stare at them.']"
315,tt0583534,He grabs him.,He grabs him.,['He grabs him.']
316,tt0583534,Chandler bends his finger backwards.,He bends his finger backwards.,['He bends his finger backwards.']
317,tt0583534,Monica looks around the hospital room to find it empty.,She looks around the hospital room to find it empty.,"['She looks around the hospital room.', 'She finds it empty.']"
318,tt0583534,He presses his ear against the door.,He presses his ear against the door.,['He presses his ear against the door.']
319,tt0583534,"Joey runs off, and Ross loiters in the hall.","He runs off, and he loiters in the hall.","['He runs off.', 'He loiters in the hall.']"
320,tt0583598,Chandler sets down his yogurt.,He sets down his yogurt.,['He sets down his yogurt.']
321,tt0583598,Her jaw drops.,Her jaw drops.,['Her jaw drops.']
322,tt0583598,Ross lifts his brows and holds the picture farther away.,He lifts his brows and holds the picture farther away.,"['He lifts his brows.', 'He holds the picture farther away.']"
323,tt0583598,"He nods with a smile, then puts the photo down.","He nods with a smile, then puts the photo down.","['He nods with a smile.', 'He puts the photo down.']"
324,tt0583598,He kisses Carol's belly.,He kisses her belly.,['He kisses her belly.']
325,tt0583598,"He lightly punches Susan's arm, then leaves.","He lightly punches her arm, then leaves.","['He lightly punches her arm.', 'He leaves.']"
326,tt0583598,Susan sits on the couch with a grin.,She sits on the couch with a grin.,"['She sits on the couch.', 'She has a grin.']"
327,tt0583598,"At work, Phoebe preps a massage table as her secretary stands by.","At work, she preps a massage table as her secretary stands by.","['At work, she preps a massage table.', 'Her secretary stands by.']"
328,tt0583598,Paolo walks in wearing a robe.,He walks in wearing a robe.,"['He walks in.', 'He is wearing a robe.']"
329,tt0583598,He drops his robe and Phoebe gives him a blanket.,He drops his robe and she gives him a blanket.,"['He drops his robe.', 'She gives him a blanket.']"
330,tt0583598,Phoebe marches into the cafe with a sour look on her face.,She marches into the cafe with a sour look on her face.,"['She marches into the cafe.', 'She has a sour look on her face.']"
331,tt0583598,"Paolo rolls on his side, then glances down to the blanket covering his hips.","He rolls on his side, then glances down to the blanket covering his hips.","['He rolls on his side.', 'He glances down to the blanket covering his hips.']"
332,tt0583598,"At a furniture store, Joey stands with his hands on his hips while Chandler strolls down the aisles past chairs and tables.","At a furniture store, he stands with his hands on his hips while he strolls down the aisles past chairs and tables.","['He stands with his hands on his hips.', 'He strolls down the aisles past chairs and tables.']"
333,tt0583598,Chairs with a bird pattern.,Chairs with a bird pattern.,['Chairs with a bird pattern.']
334,tt0583598,Joey shoots Chandler a look.,He shoots him a look.,['He shoots him a look.']
335,tt0583598,She holds up a small suitcase.,She holds up a small suitcase.,['She holds up a small suitcase.']
