index,text_gt,text_gt_wo_char
650,"Meanwhile, a large piece of the star soars through space.","Meanwhile, a large piece of the star soars through space."
651,Worf looks at Picard.,He looks at him.
652,McDougal works on the panel.,He works on the panel.
653,"Suddenly, the shield turns off.","Suddenly, the shield turns off."
654,McDougal walks up to the window and frowns at him.,He walks up to the window and frowns at him.
656,Then she hurries into the engine room.,Then she hurries into the engine room.
657,She grabs a chip from the floor and faces Shimoda.,She grabs a chip from the floor and faces him.
659,He throws them up happily.,He throws them up happily.
660,Riker pulls Data to his feet and leads him away.,He pulls him to his feet and leads him away.
662,The Enterprise floats in space.,It floats in space.
663,Riker leads Data into the engine room.,He leads him into the engine room.
664,He sits beside the pile of chips.,He sits beside the pile of chips.
665,His hands move quickly as he inserts the chips into their slots.,His hands move quickly as he inserts the chips into their slots.
666,A screen now displays the large star material as it soars towards the Enterprise.,A screen now displays the large star material as it soars towards it.
668,Riker squints.,He squints.
669,Data continues to replace the chips.,They continues to replace the chips.
670,Riker gapes and flops into a chair.,He gapes and flops into a chair.
672,He puts a hand to his mouth and looks stunned to see sweat residue.,He puts a hand to his mouth and looks stunned to see sweat residue.
674,"In sickbay, Crusher sits at a device.","In sickbay, she sits at a device."
675,The door opens and Picard makes his way in.,The door opens and he makes his way in.
677,He leans on the desk next to her.,He leans on the desk next to her.
680,"In the engine room, Data's hands move with lightning speed as he inserts the chips.","In the engine room, his hands move with lightning speed as he inserts the chips."
682,Riker looks at the screen as the star material hurtles towards the ship.,He looks at the screen as the star material hurtles towards the ship.
684,He puts a hand to his mouth.,He puts a hand to his mouth.
685,McDougal rolls her eyes.,He rolls her eyes.
686,"In Sickbay, Crusher injects Geordi.","In Sickbay, he injects him."
687,He looks around as his body shifts.,He looks around as his body shifts.
689,"He frowns, then raises his eyebrows.","He frowns, then raises his eyebrows."
691,Crusher grabs Picard's arm and injects him.,He grabs his arm and injects him.
693,Then injects herself.,Then injects herself.
694,They smile at each other and walk off in separate directions.,They smile at each other and walk off in separate directions.
696,"In space, the star material flies quickly.","In space, it flies quickly."
697,"In the engine room, Data works with the chips.","In the engine room, he works with the chips."
698,Picard walks up to McDougal and injects her with the hypospray.,He walks up to her and injects her with the hypospray.
700,"He injects Data, then Riker, who puts a hand over his arm.","He injects him, then him, who puts a hand over his arm."
702,He turns with a grin.,He turns with a grin.
703,"Outside, the tractor beam brightens as Picard swallows.","Outside, the tractor beam brightens as he swallows."
705,The massive star material flies towards the vessel.,The massive star material flies towards the vessel.
707,A piece of star smashes into the vessel and explodes into pieces.,A piece of star smashes into the vessel and explodes into pieces.
709,"As the explosion fades, the star material continues to hurtle towards the Enterprise.","As the explosion fades, the star material continues to hurtle towards it."
711,Data stops.,He stops.
713,"Quickly, the Enterprise enters warp speed just as the large star material arrives.","Quickly, it enters warp speed just as the large star material arrives."
715,"On the Enterprise, Crusher injects a crewman.","On the Enterprise, he injects a crewman."
716,Crusher leans into Worf.,He leans into him.
717,She walks off as Geordi chuckles.,She walks off as he chuckles.
719,"In the engine room, Riker stands with Picard.","In the engine room, he stands with him."
720,Then walks off.,He walks off.
721,"Tasha, Luton, and Hagen stride onto the holodeck.",They stride onto the holodeck.
722,"Tasha dons a white robe that appears, then starts a program.","She dons a white robe that appears, then starts a program."
724,A mat and a figure in a white robe appear.,A mat and a figure in a white robe appear.
725,Tasha steps onto the mat.,She steps onto the mat.
726,"She lunges at the figure, and it blocks.","She lunges at it, and it blocks."
728,She flips the figure onto its back.,She flips the figure onto its back.
730,Luton and Hagen watch Tasha calmly battle with the figure.,He and she watch her calmly battle with the figure.
731,"She takes a fighting position, then softens, and bows to it.","She takes a fighting position, then softens, and bows to it."
734,Tasha motions for him to take her place on the mat.,She motions for him to take her place on the mat.
735,He stands before the figure.,He stands before her.
736,"He lunges, and the figure tosses him onto his stomach.","He lunges, and the figure tosses him onto his stomach."
738,The figure disappears.,He disappears.
739,"Later, in Cargo Bay One...","Later, in Cargo Bay One..."
740,Deanna and Picard stride on the bridge.,They stride on the bridge.
741,The Enterprise launches torpedoes that explode just above the planet's surface.,The Enterprise launches torpedoes that explode just above the planet's surface.
743,Beverly gets to her feet.,She gets to her feet.
745,He sits by Geordie.,He sits by him.
746,Picard unmutes the transmission.,He unmutes the transmission.
747,Picard peers at Riker.,He peers at him.
748,Deanna smiles.,She smiles.
749,"Later, the planet's sun blazes down on the palace.","Later, the planet's sun blazes down on it."
751,"Picard and Deanna beam into the palace, where Luton approaches.","He and she beam into the palace, where he approaches."
753,Tasha is dragged over by a guard.,He is dragged over by a guard.
754,Luton grins.,He grins.
755,"Later, the sky is crimson behind the palace.","Later, the sky is crimson behind the palace."
756,A man juggles while the guests sit in a corner.,A man juggles while they sit in a corner.
758,She sits at Lutan's left-hand side.,She sits at his left-hand side.
759,Picard gets to his feet.,He gets to his feet.
760,Tasha stretches in her room and jumps to her feet when people enter.,She stretches in her room and jumps to her feet when people enter.
762,"Later, Beverly enters the bridge and strides over to Will.","Later, he enters the bridge and strides over to him."
764,"Picard leaves, passing by two guards.","He leaves, passing by two guards."
766,Data and Geordi had over.,They had over.
767,Geordi and Data beam to Picard.,He and he beam to him.
768,Yarina storms away.,She storms away.
769,Geordi and Data enter.,They enter.
770,Tasha strides in.,She strides in.
771,The guards set down the boxes and march out of the room.,The guards set down the boxes and march out of the room.
773,Tasha approaches them.,She approaches them.
774,She opens one and finds a spiky club.,She opens one and finds a spiky club.
776,"They peer to the level below, and see Yarina training on a stage that is encased by beams of glowing green light.","They peer to the level below, and see her training on a stage that is encased by beams of glowing green light."
778,"The beams of green shoot upwards, over the palace and into the sky.","The beams of green shoot upwards, over the palace and into the sky."
781,A man sparks a wooden rod and releases smoke onto the stage.,He sparks a wooden rod and releases smoke onto the stage.
783,Data beams into the transporter room and approaches the controller.,Data beams into the transporter room and approaches the controller.
785,The Starfleet group enters the center place where the fighting stage is set up.,The group enters the center place where the stage is set up.
787,Tasha wears a headband and carries a weapon.,She wears a headband and carries a weapon.
789,She stands by the stage.,She stands by the stage.
790,Yari not dons a hood and gold cloak.,He not dons a hood and gold cloak.
792,She pulls down the hood and takes her weapon.,She pulls down the hood and takes her weapon.
794,"Yarina leaps onto the multi-level stage, and twirls around the poles.","She leaps onto the multi-level stage, and twirls around the poles."
